call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,customer_value,churn,is_dormant
15,0,45,2,4675,83,20,20,3,1,1,270.32,0,0
7,0,46,0,623,17,22,7,3,1,2,113.6,0,0
17,0,44,2,2758,72,374,27,3,1,1,1609.2,0,0
17,0,45,2,4503,78,16,38,1,1,1,339.955,0,0
10,0,45,2,2698,70,17,36,2,1,1,201.06,0,0
18,0,45,3,4080,94,47,31,3,1,1,354.96,0,0
11,0,45,2,2665,51,300,21,4,1,1,817.9,0,0
20,0,44,4,9420,133,159,46,3,1,1,1018.12,0,0
14,0,45,2,14078,181,15,47,3,1,1,630.36,0,0
14,0,45,3,4820,95,17,28,4,1,1,165.375,0,0
13,0,45,2,6223,107,22,15,3,1,1,341.2,0,0
16,0,45,0,2543,66,23,20,4,1,2,122.725,0,0
32,0,45,5,15445,237,69,35,3,2,1,903.28,0,0
11,0,45,3,3400,39,498,11,4,1,1,1330.975,0,0
16,0,44,2,15790,194,165,33,3,1,1,1299.36,0,0
10,0,44,3,6805,98,201,29,4,1,1,675.075,0,0
7,0,44,0,1180,26,15,14,3,1,2,108.24,0,0
9,0,45,0,1015,26,28,11,3,1,2,153.64,0,0
7,0,44,0,305,12,15,3,3,1,2,72.68,1,0
10,0,44,2,7813,139,399,46,3,1,1,1914.08,0,0
14,0,44,3,11770,166,26,50,4,1,1,363.4,0,0
15,0,44,3,7023,87,123,40,3,1,1,776.4,0,0
30,1,40,0,1260,59,31,20,3,1,2,176.76,1,0
28,0,43,10,10740,105,16,45,5,2,1,186.675,0,0
20,0,43,3,6123,110,41,27,3,1,1,413.32,0,0
8,0,41,2,3145,34,15,17,4,1,1,116.975,0,0
16,1,42,0,3295,53,24,19,3,1,2,229.92,1,0
16,1,43,0,2573,56,49,34,4,1,2,188.225,1,0
7,0,43,0,438,14,15,5,3,1,2,78.08,1,0
8,0,43,2,1973,37,15,9,4,1,1,87.75,0,0
10,0,40,3,7090,109,29,25,5,1,1,151.485,0,0
7,0,43,0,933,19,24,7,4,1,2,83.8,1,0
7,0,43,3,643,16,19,5,5,1,1,38.385,0,0
32,0,38,5,16380,250,15,83,2,2,1,815.85,0,0
13,0,41,5,7270,128,286,36,3,2,1,1439.92,0,0
9,0,43,2,4023,94,17,31,3,1,1,232.68,0,0
10,0,42,0,1970,56,53,23,4,1,2,183.15,0,0
13,0,43,2,3085,65,190,26,3,1,1,886.0,0,0
11,0,34,3,1620,48,208,14,3,2,1,898.72,0,0
11,0,33,2,1873,51,45,71,5,1,1,96.36,0,0
18,0,34,0,1005,37,25,10,3,1,2,141.68,0,0
7,0,33,0,1130,22,36,6,4,1,2,118.8,0,0
17,0,32,2,1530,44,34,16,2,1,1,223.83,0,0
9,0,32,2,3530,73,23,26,4,1,1,147.575,0,0
9,0,25,2,2000,38,43,17,3,1,1,253.52,0,0
23,0,24,3,6697,153,100,45,2,2,1,758.25,0,0
19,0,22,2,9237,183,88,43,5,1,1,273.3,0,0
15,0,23,5,3157,57,46,22,4,1,1,195.35,0,0
9,0,16,3,4695,52,230,13,3,1,1,1109.88,0,0
10,0,16,3,1792,31,15,10,3,1,1,132.92,1,0
19,0,41,2,5385,88,37,19,3,1,1,366.92,0,0
11,0,42,0,1333,22,22,6,3,1,2,142.2,0,0
21,0,40,2,3468,77,374,26,3,1,1,1637.8,0,0
21,0,41,2,5213,83,16,37,1,1,1,379.28,0,0
14,0,41,2,3408,75,17,35,2,1,1,233.235,0,0
22,0,41,3,4790,99,47,30,3,1,1,383.56,0,0
15,0,41,2,3375,56,300,20,4,1,1,835.775,0,0
24,0,40,4,10130,138,159,45,3,1,1,1046.72,0,0
18,0,41,2,14788,186,15,46,3,1,1,658.96,0,0
18,0,41,3,5530,100,17,27,4,1,1,183.25,0,0
17,0,41,2,6933,112,22,14,3,1,1,369.8,0,0
20,0,41,0,3253,71,23,19,4,1,2,140.6,0,0
36,0,41,5,16155,242,69,34,3,2,1,931.88,0,0
15,0,41,3,4110,44,498,10,4,1,1,1348.85,0,0
20,0,40,2,16500,199,165,32,2,1,1,1493.955,0,0
14,0,40,3,7515,103,201,28,3,1,1,1108.72,0,0
11,0,40,0,1890,31,15,13,2,1,2,153.945,0,0
13,0,41,0,1725,31,28,10,3,1,2,182.24,0,0
11,0,40,0,1015,17,15,2,3,1,2,101.28,1,0
14,0,40,2,8523,144,399,45,3,1,1,1942.68,0,0
18,0,40,3,12480,171,26,49,4,1,1,381.275,0,0
19,0,40,3,7733,92,123,39,2,1,1,905.625,0,0
34,1,36,0,1970,64,31,19,3,2,2,205.36,1,0
32,0,39,10,11450,110,16,44,5,1,1,197.4,0,0
24,0,39,3,6833,115,41,26,3,1,1,441.92,0,0
12,0,37,2,3855,39,15,16,3,1,1,215.76,0,0
20,1,38,0,4005,58,24,18,3,1,2,258.52,1,0
20,1,39,0,3283,61,49,33,4,1,2,206.1,1,0
11,0,39,0,1148,19,15,4,3,1,2,106.68,1,0
12,0,39,2,2683,42,15,8,4,1,1,105.625,0,0
14,0,36,3,7800,114,29,24,5,1,1,162.21,0,0
11,0,39,0,1643,24,24,6,4,1,2,101.675,1,0
11,0,39,3,1353,21,19,4,5,1,1,49.11,0,0
36,0,34,5,17090,255,15,82,2,2,1,848.025,0,0
17,0,37,5,7980,133,286,35,3,2,1,1468.52,0,0
13,0,39,2,4733,99,17,30,3,1,1,261.28,0,0
14,0,38,0,2680,61,53,22,4,1,2,201.025,0,0
17,0,39,2,3795,70,190,25,2,1,1,1028.925,0,0
15,0,30,3,2330,53,208,13,3,2,1,927.32,0,0
15,0,29,2,2583,56,45,70,5,1,1,107.085,0,0
22,1,30,0,1715,42,25,9,3,1,2,170.28,1,0
11,0,29,0,1840,27,36,5,4,1,2,136.675,0,0
21,0,28,2,2240,49,34,15,2,1,1,256.005,0,0
13,0,28,2,4240,78,23,25,3,1,1,264.72,0,0
13,0,21,2,2710,43,43,16,3,1,1,282.12,0,0
27,0,20,3,7407,158,100,44,2,2,1,790.425,0,0
23,0,18,2,9947,188,88,42,5,1,1,284.025,0,0
19,0,19,5,3867,62,46,21,3,1,1,341.16,0,0
13,0,12,3,5405,57,230,12,3,1,1,1138.48,0,0
14,1,12,3,2502,36,15,9,3,1,1,161.52,1,0
7,0,39,0,3965,66,0,19,3,1,1,161.24,0,0
0,0,40,0,0,0,0,0,3,1,2,0.0,0,1
9,0,38,0,2048,55,341,26,3,1,1,1448.12,0,0
9,0,39,0,3793,61,0,37,1,1,1,211.97,0,0
2,0,39,0,1988,53,0,35,2,1,1,91.845,0,0
10,0,39,1,3370,77,14,30,3,1,1,193.88,0,0
3,0,39,0,1955,34,267,20,3,1,1,1147.56,0,0
12,0,38,2,8710,116,126,45,3,1,1,857.04,0,0
6,0,39,0,13368,164,0,46,3,1,1,541.28,0,0
6,0,39,1,4110,78,0,27,3,1,1,167.52,0,0
5,0,39,0,5513,90,0,14,3,1,1,224.12,0,0
8,0,39,0,1833,49,0,19,3,1,2,75.28,0,0
24,0,39,3,14735,220,36,34,3,1,1,742.2,0,0
3,0,39,1,2690,22,465,10,3,1,1,1968.48,0,0
8,0,38,0,15080,177,132,32,2,1,1,1280.565,0,0
2,0,38,1,6095,81,168,28,3,1,1,919.04,0,0
0,0,38,0,470,9,0,13,2,1,2,21.555,0,0
1,0,39,0,305,9,0,10,3,1,2,12.56,0,0
0,0,38,0,0,0,0,0,2,1,2,0.0,1,1
2,0,38,0,7103,122,366,45,3,1,1,1753.0,0,0
6,0,38,1,11060,149,0,49,4,1,1,280.225,0,0
7,0,38,1,6313,70,90,39,2,1,1,692.235,0,0
22,0,34,0,550,42,0,19,3,1,2,23.68,1,0
20,0,37,8,10030,88,0,44,5,1,1,151.77,0,0
12,0,37,1,5413,93,8,26,2,1,1,283.77,1,0
0,0,35,0,2435,17,0,16,3,1,1,98.08,0,0
8,1,36,0,2585,36,0,18,3,1,2,104.84,1,0
8,0,37,0,1863,39,16,33,3,1,2,140.08,1,0
0,0,37,0,0,0,0,0,3,1,2,0.0,1,1
0,0,37,0,1263,20,0,8,4,1,1,32.075,0,0
2,0,34,1,6380,92,0,24,5,1,1,97.08,0,0
0,0,37,0,223,2,0,6,4,1,2,5.625,1,0
0,0,37,1,0,0,0,0,5,1,1,0.0,0,1
24,1,32,3,15670,233,0,82,2,1,1,715.635,0,0
5,0,35,3,6560,111,253,35,2,2,1,1438.695,0,0
1,0,37,0,3313,77,0,30,3,1,1,135.6,0,0
2,0,36,0,1260,39,20,22,3,1,2,131.96,0,0
5,0,37,0,2375,48,157,25,2,1,1,815.535,0,0
3,0,28,1,910,31,175,13,2,2,1,829.845,0,0
3,0,27,0,1163,34,12,70,4,1,1,59.925,0,0
10,0,28,0,295,20,0,9,3,1,2,12.6,0,0
0,0,27,0,420,5,3,5,4,1,2,18.125,0,0
9,0,26,0,820,27,1,15,2,1,1,42.615,0,0
1,0,26,0,2820,56,0,25,3,1,1,115.04,0,0
1,0,19,0,1290,21,10,16,2,1,1,103.995,0,0
15,0,18,1,5987,136,67,44,2,2,1,577.035,0,0
11,0,16,0,8527,166,55,42,5,1,1,212.895,0,0
7,0,17,3,2447,40,13,21,3,1,1,151.48,0,0
1,0,10,1,3985,35,197,12,3,1,1,948.8,0,0
2,1,10,1,1082,14,0,9,3,1,1,43.84,1,0
14,0,40,0,2543,60,15,19,3,1,2,164.12,0,0
30,0,40,4,15445,231,61,34,3,1,1,871.04,0,0
28,1,35,0,1260,53,23,19,3,1,2,144.52,1,0
14,0,38,0,2573,50,41,33,4,1,2,168.075,1,0
21,0,19,2,6697,147,92,44,2,2,1,721.98,0,0
17,0,17,1,9237,177,80,42,5,1,1,261.21,0,0
13,0,18,4,3157,51,38,21,3,1,1,280.32,0,0
8,1,11,2,1792,25,7,9,3,1,1,100.68,1,0
26,0,38,9,10740,99,8,44,5,2,1,174.585,0,0
5,1,38,0,933,13,16,6,4,1,2,63.65,1,0
