customer_id,call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,customer_value,churn,is_dormant,churn_probability,predicted_churn,risk_score
CUST-01248,2,0,22,0,1650,30,36,18,2,1,1,237.6,0,0,1.7514753114252516e-06,0,0.0004161505339946398
CUST-02585,9,0,20,1,2190,33,44,19,3,1,1,264.92,0,0,1.564652091596455e-06,0,0.0004145076321057329
CUST-01334,0,0,34,0,6660,99,18,25,4,1,1,213.975,0,0,1.929701258720544e-06,0,0.00041290782683472835
CUST-01645,3,0,35,0,1958,53,343,19,2,1,1,1633.995,0,0,2.522617136744788e-07,0,0.00041219437883553
CUST-01784,9,0,18,0,8627,171,74,39,5,1,1,242.97,0,0,1.6913362105874536e-06,0,0.00041094395908643363
CUST-01394,3,0,20,0,740,18,1,6,2,1,1,38.61,0,0,1.0528776254277718e-05,0,0.0004065160511776627
CUST-02804,8,0,38,0,15080,177,132,32,2,1,1,1280.565,0,0,3.1628110063642555e-07,0,0.0004050185076364843
CUST-01049,9,0,27,0,455,22,8,7,2,1,1,57.465,0,0,7.032458905098542e-06,0,0.0004041202509814877
CUST-02639,5,0,11,2,4505,45,213,9,3,1,1,1034.0,0,0,3.897483857938308e-07,0,0.000402999830910821
CUST-01598,0,0,36,0,2278,53,4,34,1,1,1,150.205,0,0,2.679042559910119e-06,0,0.0004024055877112995
CUST-00776,1,0,28,0,6785,91,6,21,4,1,1,186.9,0,0,2.1475896628395418e-06,0,0.00040138450798471036
CUST-01076,0,0,33,0,7143,118,372,39,2,1,1,2000.745,0,0,2.0019446270844005e-07,0,0.0004005380702915979
CUST-01614,4,0,35,0,11350,149,13,48,3,1,1,511.96,0,0,7.78840875264807e-07,0,0.0003987353745005706
CUST-02556,10,0,39,2,6995,93,202,31,3,1,1,1091.52,0,0,3.631047070736869e-07,0,0.0003963360498650707
CUST-00256,9,0,44,1,2620,49,300,24,3,1,1,1306.76,0,0,3.025542021132627e-07,0,0.00039536572915352717
CUST-02811,7,0,38,1,6313,70,90,39,2,1,1,692.235,0,0,5.691975106770816e-07,0,0.0003940184388035496
CUST-01092,0,0,32,0,3353,73,0,24,2,1,1,154.17,0,0,2.5353315871301835e-06,0,0.00039087207078786034
CUST-02259,9,0,43,0,1195,28,31,15,3,1,2,172.92,0,0,2.2544129771497985e-06,0,0.00038983309200874315
CUST-02176,16,1,42,5,7530,132,293,41,3,2,1,1478.48,0,0,2.607787840049391e-07,0,0.0003855562165756224
CUST-01471,12,0,34,5,9530,77,0,25,4,1,1,240.175,0,0,1.6025726734667e-06,0,0.00038489789184986467
CUST-02286,9,0,23,1,2180,40,46,21,3,1,1,272.8,0,0,1.4041925505447514e-06,0,0.0003830637277886082
CUST-01104,0,0,12,1,2488,36,19,15,3,1,1,176.96,0,0,2.1630278096870905e-06,0,0.00038276940120222756
CUST-01051,8,0,25,0,980,29,17,13,2,1,1,121.905,0,0,3.1385757816243836e-06,0,0.0003826080806589205
CUST-00471,12,0,37,3,7318,85,129,52,2,1,1,913.635,0,0,4.1597869926275146e-07,0,0.0003800526989009239
CUST-02495,8,0,39,0,2583,58,7,31,1,1,1,183.755,0,0,2.0547899269296736e-06,0,0.0003775779230229622
CUST-00130,0,0,31,0,6725,94,9,20,4,1,1,192.975,0,0,1.9449155867222127e-06,0,0.00037532008534771897
CUST-00918,15,0,35,7,9725,82,0,42,4,1,1,245.175,0,0,1.52638625089178e-06,0,0.0003742317490623922
CUST-02280,11,0,32,2,1800,50,211,18,3,2,1,918.0,0,0,4.0737680423377573e-07,0,0.0003739719062866061
CUST-00759,2,0,33,0,3095,21,475,7,3,1,1,2024.64,0,0,1.8324311939655904e-07,0,0.00037100134925504934
CUST-01318,6,0,38,0,15360,184,154,33,2,1,1,1392.48,0,0,2.663994459602419e-07,0,0.00037095590051071766
CUST-00636,4,0,26,0,1200,30,161,7,2,2,1,779.85,0,0,4.7262944655356914e-07,0,0.0003685800738948009
CUST-00712,7,0,37,0,15295,181,141,27,2,1,1,1330.92,0,0,2.755297362552439e-07,0,0.0003667080365768292
CUST-02429,5,0,29,1,1020,32,179,2,3,2,1,758.08,0,0,4.827689087284024e-07,0,0.00036597745432882735
CUST-00489,8,0,26,2,2168,49,51,83,4,1,1,182.925,0,0,1.9947532128261223e-06,0,0.00036489023145621843
CUST-00004,3,0,38,0,2393,58,2,33,1,1,1,145.805,0,0,2.498218761652403e-06,0,0.0003642527865427286
CUST-02715,8,0,41,2,3145,34,15,17,4,1,1,116.975,0,0,3.0748457004877258e-06,0,0.0003596800758145517
CUST-01032,19,0,36,8,10190,90,0,42,4,1,1,257.0,0,0,1.3921271872112223e-06,0,0.00035777668711328416
CUST-01523,0,0,33,0,2650,22,25,16,3,1,1,206.88,0,0,1.726983759206129e-06,0,0.000357278400104564
CUST-00892,18,0,16,1,9642,182,81,40,5,1,1,268.86,0,0,1.3197165014715065e-06,0,0.00035481897858562927
CUST-01057,0,0,9,1,4145,37,213,10,3,1,1,1019.28,0,0,3.390190682744261e-07,0,0.000345555355910757
CUST-00120,4,0,35,0,11405,151,6,45,3,1,1,486.24,0,0,7.067674039561763e-07,0,0.00034365858249965116
CUST-02163,18,0,45,3,7283,91,130,45,2,1,1,916.83,0,0,3.7252897028124605e-07,0,0.0003415457358229548
CUST-00242,9,0,21,0,1145,30,9,9,2,1,1,93.375,0,0,3.6564782947914963e-06,0,0.00034142366077615595
CUST-01060,2,0,33,0,2088,51,347,20,2,1,1,1657.755,0,0,2.0528080480444368e-07,0,0.00034030528056859055
CUST-00398,4,0,12,1,4570,48,226,15,3,1,1,1088.72,0,0,3.1154701141565984e-07,0,0.0003391874622684572
CUST-01020,7,0,38,0,1993,51,6,17,3,1,1,105.76,0,0,3.203363399105705e-06,0,0.0003387877130894194
CUST-02587,19,0,17,1,9427,178,89,45,5,1,1,277.575,0,0,1.2194662930209687e-06,0,0.00033849335628529536
CUST-01011,8,0,37,0,2208,57,357,24,2,1,1,1708.425,0,0,1.9694266207469768e-07,0,0.0003364617674549654
CUST-02196,5,0,34,1,2438,54,7,29,1,1,1,175.56,0,0,1.915689334024339e-06,0,0.0003363184194813129
CUST-02679,7,0,23,0,1873,39,29,69,4,1,1,120.3,0,0,2.7886922737325026e-06,0,0.00033547968053002005
CUST-02659,6,0,34,0,7813,127,383,44,2,1,1,2080.8,0,0,1.610985607354668e-07,0,0.0003352138851783593
CUST-01273,0,0,29,0,6943,111,362,35,2,1,1,1946.43,0,0,1.682724588501833e-07,0,0.0003275305620797623
CUST-02510,8,0,38,0,7698,127,359,41,2,1,1,1967.625,0,0,1.6607290566027127e-07,0,0.0003267692009997913
CUST-02596,14,0,40,2,3890,87,30,27,3,1,1,279.08,0,0,1.1693225290425838e-06,0,0.00032633453140520425
CUST-00011,9,0,38,0,2238,54,8,17,3,1,2,123.68,0,0,2.6282424203376763e-06,0,0.0003250610225473638
CUST-02836,11,0,16,0,8527,166,55,42,5,1,1,212.895,0,0,1.4979705639783706e-06,0,0.0003189104432181752
CUST-00976,4,0,35,0,15180,176,143,28,2,1,1,1334.52,0,0,2.3856942815439154e-07,0,0.0003183756732605986
CUST-00044,2,0,18,0,1695,26,28,14,2,1,1,203.445,0,0,1.5641783186917279e-06,0,0.00031822425804623855
CUST-01838,0,0,35,0,3355,54,0,15,2,1,1,153.405,0,0,2.069930836739494e-06,0,0.00031753774001002207
CUST-01544,7,0,14,0,8743,171,98,42,5,1,1,280.71,0,0,1.1258158899383745e-06,0,0.0003160277784646011
CUST-01712,14,0,29,6,10130,81,0,39,4,1,1,255.275,0,0,1.2372812358345712e-06,0,0.0003158469674776702
CUST-00732,1,0,35,0,1475,43,29,17,3,1,2,176.72,0,0,1.7762409761743978e-06,0,0.0003138973053095396
CUST-01333,0,0,37,0,1543,27,4,9,3,1,1,78.8,0,0,3.961404359276022e-06,0,0.0003121586635109505
CUST-00366,2,0,40,0,1055,22,11,16,2,1,2,97.965,0,0,3.1743212918742626e-06,0,0.00031097238535846217
CUST-00308,2,0,32,0,13513,159,0,38,3,1,1,546.88,0,0,5.646488128575335e-07,0,0.00030879514277552795
CUST-01442,10,0,25,0,995,29,24,20,2,1,2,154.08,0,0,1.99053742354296e-06,0,0.0003067020062194993
CUST-02738,9,0,16,3,4695,52,230,13,3,1,1,1109.88,0,0,2.738803351597035e-07,0,0.0003039743063870518
CUST-02148,14,0,46,2,2925,55,307,26,4,1,1,842.0,0,0,3.6029271630165126e-07,0,0.00030336646712599035
CUST-00223,20,0,32,7,10355,91,0,38,4,1,1,261.15,0,0,1.1591632092571748e-06,0,0.00030271547209751115
CUST-00910,0,0,36,0,5790,75,161,26,3,1,1,878.6,0,0,3.4411492581499996e-07,0,0.00030233937382105895
CUST-00189,5,0,30,1,1648,41,40,72,4,1,1,142.225,0,0,2.1212479856265367e-06,0,0.0003016944947557342
CUST-01553,0,0,35,0,1940,27,246,12,3,1,1,1062.68,0,0,2.838242329108908e-07,0,0.0003016143358297455
CUST-01571,0,0,31,0,2420,10,0,8,3,1,1,97.2,0,0,3.082218779779274e-06,0,0.00029959166539454544
CUST-01458,4,0,35,0,8210,105,116,26,3,1,1,796.6,0,0,3.7447432269399183e-07,0,0.0002983062454580339
CUST-02389,17,0,18,6,3758,61,59,36,3,2,1,388.76,0,0,7.652939874317863e-07,0,0.0002975156905539812
CUST-01940,7,0,11,2,4695,46,222,12,3,1,1,1077.64,0,0,2.758728945963995e-07,0,0.00029729166613286397
CUST-02296,6,0,37,1,2518,56,7,30,2,1,1,147.33,0,0,2.0136253154887064e-06,0,0.00029666741773095115
CUST-02374,9,0,38,4,1243,20,32,19,5,1,1,66.945,0,0,4.3901285862239765e-06,0,0.00029389715820476406
CUST-00005,11,0,38,1,3775,82,32,28,3,1,1,282.28,0,0,1.0374868899084907e-06,0,0.0002928617992833687
CUST-00204,2,0,34,0,2313,56,0,29,1,1,1,130.295,0,0,2.2462133471937135e-06,0,0.00029267036807260487
CUST-02496,16,0,39,1,3965,82,7,26,3,1,1,189.88,0,0,1.5291715491508872e-06,0,0.00029035909375277043
CUST-00908,0,0,37,0,2385,16,458,8,3,1,1,1928.04,0,0,1.5031268028728508e-07,0,0.00028980886010109713
CUST-01776,1,0,30,1,1010,36,194,10,2,2,1,920.07,0,0,3.137117778467362e-07,0,0.00028863679544344656
CUST-01542,0,0,17,0,1505,26,53,16,2,1,1,307.395,0,0,9.388960323994768e-07,0,0.00028861194587943715
CUST-00925,0,0,32,0,6075,86,0,22,4,1,1,154.025,0,0,1.8694846476869106e-06,0,0.00028794737285997644
CUST-01730,3,0,18,0,920,20,4,10,1,1,1,73.7,0,0,3.9027344084340275e-06,0,0.00028763152590158785
CUST-00788,8,0,20,0,1225,26,11,12,2,1,1,105.795,0,0,2.710984053896129e-06,0,0.000286808557981941
CUST-00454,7,0,38,2,2993,68,23,48,2,1,1,241.245,0,0,1.1804097266896958e-06,0,0.0002847679445152557
CUST-02444,15,0,41,2,4618,78,40,41,1,1,1,478.28,0,0,5.902709007412685e-07,0,0.00028231476640653387
CUST-00553,3,0,39,1,2508,64,34,37,2,1,1,268.74,0,0,1.0474835612399557e-06,0,0.00028150073224762566
CUST-02227,5,0,32,1,3763,78,7,24,2,1,1,204.345,0,0,1.3666774732508695e-06,0,0.0002792737082714489
CUST-01003,0,0,16,0,1390,20,21,12,2,1,1,157.95,0,0,1.760025930838059e-06,0,0.0002779960957758714
CUST-02597,7,0,40,1,2475,44,283,17,3,1,1,1232.76,0,0,2.2479487678352686e-07,0,0.00027711813230366057
CUST-02433,11,0,27,1,930,28,7,2,2,1,1,74.61,0,0,3.7131791080490833e-06,0,0.0002770402932515421
CUST-01657,2,0,35,0,14990,175,134,25,2,1,1,1285.425,0,0,2.1505908559524958e-07,0,0.0002764423251012737
CUST-00700,8,0,37,0,2263,59,350,21,3,1,1,1492.88,0,0,1.8321595836538537e-07,0,0.00027351943992451653
CUST-02410,5,0,39,0,7213,123,370,30,3,1,1,1773.44,0,0,1.5398235684211304e-07,0,0.00027307847091807694
CUST-02473,5,0,39,3,758,16,43,8,5,1,1,76.11,0,0,3.5850286970663563e-06,0,0.00027285653413372036
CUST-02407,5,0,39,0,6205,82,172,13,3,1,1,939.48,0,0,2.896609862039362e-07,0,0.000272130703318874
CUST-00990,0,0,31,0,6480,91,7,20,4,1,1,181.775,0,0,1.4926233659072348e-06,0,0.0002713216123377876
CUST-00667,5,0,37,0,7698,128,393,46,2,1,1,2120.67,0,0,1.275858698869785e-07,0,0.0002705675266932187
CUST-00513,0,0,38,0,2495,17,462,7,3,1,1,1948.48,0,0,1.3729207489071596e-07,0,0.0002675108620830622
CUST-00400,6,0,35,0,4190,63,0,12,3,1,1,170.12,0,0,1.5652225221096372e-06,0,0.0002662756554612915
CUST-00554,11,0,39,2,3890,88,64,32,3,1,1,415.12,0,0,6.40021978972287e-07,0,0.00026568592391097576
CUST-01030,6,0,37,1,6473,72,106,37,2,1,1,771.525,0,0,3.438133112236838e-07,0,0.00026526056494185265
CUST-00744,0,0,9,1,4200,39,206,7,3,1,1,993.56,0,0,2.6665138155299637e-07,0,0.0002649341466557951
CUST-00342,5,0,19,0,965,22,4,7,2,1,1,62.415,0,0,4.24427084662601e-06,0,0.00026490616489216245
CUST-01579,0,0,33,0,3298,70,0,22,2,1,1,151.56,0,0,1.7387945242135914e-06,0,0.00026353169808981193
CUST-02021,5,0,36,1,1913,28,7,6,4,1,1,66.025,0,0,3.940536940075536e-06,0,0.0002601739514684873
CUST-02656,6,0,34,1,6805,86,185,27,3,1,1,1015.64,0,0,2.555180684736096e-07,0,0.00025951437106453687
CUST-01069,1,0,34,0,1873,45,0,13,3,1,2,76.72,0,0,3.3820607333518036e-06,0,0.00025947169946275036
CUST-01629,0,0,34,0,3603,77,4,29,2,1,1,183.6,0,0,1.4066875176521592e-06,0,0.0002582678282409364
CUST-02582,7,0,28,0,1320,17,37,8,4,1,2,125.925,0,0,2.0503949956616107e-06,0,0.0002581959898286883
CUST-00042,10,0,25,0,1225,32,19,13,2,1,1,142.065,0,0,1.8004289093187452e-06,0,0.00025577793300236753
CUST-00890,8,0,19,1,2405,37,36,14,2,1,1,271.89,0,0,9.342017883005109e-07,0,0.0002540001242210259
CUST-00507,9,0,37,0,8515,111,123,28,3,1,1,837.04,0,0,3.029987753451996e-07,0,0.00025362209491494586
CUST-01533,0,0,35,0,3528,82,27,30,3,1,1,252.4,0,0,9.92224601285452e-07,0,0.0002504374893644481
CUST-02793,9,0,39,0,3793,61,0,37,1,1,1,211.97,0,0,1.172455244441168e-06,0,0.0002485253381641944
CUST-00718,6,0,37,1,6528,74,99,34,2,1,1,742.59,0,0,3.3243062798539214e-07,0,0.0002468596600356724
CUST-01921,6,0,38,1,1973,31,7,8,4,1,1,67.6,0,0,3.641018748223677e-06,0,0.00024613286737992053
CUST-02377,11,0,38,3,4623,98,30,45,3,1,1,308.84,0,0,7.95377053572371e-07,0,0.00024564424922529106
CUST-02338,15,0,14,1,9058,169,69,37,5,1,1,241.905,0,0,1.0149245007405318e-06,0,0.00024551531135163834
CUST-01491,0,0,23,0,2320,45,0,6,3,1,1,94.6,0,0,2.5832089375674484e-06,0,0.0002443715654938806
CUST-01945,18,0,42,2,4563,75,13,39,1,1,1,326.59,0,0,7.46943056046076e-07,0,0.00024394413267408792
CUST-00765,1,0,32,0,7508,121,376,42,2,1,1,2035.305,0,0,1.197002085211994e-07,0,0.00024362643290423973
CUST-01895,15,0,40,1,4503,72,8,37,1,1,1,295.625,0,0,8.223094427733978e-07,0,0.00024309522901988574
CUST-00323,16,0,30,7,10175,83,0,36,4,1,1,256.45,0,0,9.464406962640397e-07,0,0.00024271471655691297
CUST-00703,9,0,38,1,3585,81,23,25,3,1,1,238.64,0,0,1.0131468999742044e-06,0,0.00024177737620984413
CUST-01194,5,0,21,0,315,17,0,1,2,1,2,14.94,0,0,1.613446347172325e-05,0,0.00024104888426754536
CUST-02079,12,0,42,2,3165,61,192,29,2,1,1,1009.17,0,0,2.3833120739226543e-07,0,0.0002405167045640525
CUST-01843,0,0,35,0,1345,22,253,16,3,1,1,1066.68,0,0,2.250141565232787e-07,0,0.00024001810048025096
CUST-01189,0,0,30,0,3333,74,0,22,2,1,1,153.315,0,0,1.5650551727177476e-06,0,0.00023994643380522148
CUST-01586,5,0,22,0,805,20,0,7,1,1,1,45.375,0,0,5.218128004115167e-06,0,0.0002367725581867257
CUST-00573,13,0,37,2,5933,104,58,28,3,1,1,473.48,0,0,4.999292779342719e-07,0,0.00023670651451631908
CUST-00319,0,0,31,0,7248,117,369,37,2,1,1,1991.925,0,0,1.1812100070702613e-07,0,0.00023528817433334304
CUST-01352,0,0,10,0,4265,42,219,13,3,1,1,1048.28,0,0,2.236295203450481e-07,0,0.00023442635358730704
CUST-02055,10,0,44,3,3480,35,500,14,4,1,1,1337.875,0,0,1.750785396906533e-07,0,0.0002342332012886328
CUST-02092,12,0,36,1,4595,75,7,15,3,1,1,214.8,0,0,1.0901428699067472e-06,0,0.00023416268845596932
CUST-01174,0,0,31,0,7123,119,367,37,2,1,1,1977.39,0,0,1.1812100070702613e-07,0,0.00023357128558806642
CUST-00114,6,0,35,0,15425,179,145,28,2,1,1,1354.68,0,0,1.7230551550595662e-07,0,0.00023341883574560932
CUST-01274,0,0,29,0,10900,138,0,39,3,1,1,441.52,0,0,5.285861876137399e-07,0,0.00023338137355521845
CUST-01268,0,0,29,0,14920,166,128,22,2,1,1,1254.87,0,0,1.8584188462724702e-07,0,0.00023320740576219344
CUST-01462,0,0,36,0,1333,38,0,4,3,1,2,54.84,0,0,4.244083831500936e-06,0,0.00023274555731951136
CUST-00933,0,0,26,0,605,25,168,11,2,2,1,784.35,0,0,2.953884501309512e-07,0,0.00023168793086021156
CUST-01503,6,0,37,1,3585,82,57,30,3,1,1,374.68,0,0,6.172510619436233e-07,0,0.0002312716278890368
CUST-00098,5,0,11,2,4450,43,220,12,3,1,1,1059.72,0,0,2.1751980696936183e-07,0,0.00023051008984157213
CUST-00421,6,0,34,1,6538,67,97,32,2,1,1,733.725,0,0,3.1373132947682375e-07,0,0.0002301925197203825
CUST-02726,10,0,42,0,1970,56,53,23,4,1,2,183.15,0,0,1.2563389448649292e-06,0,0.00023009847775201178
CUST-02637,15,0,17,1,9047,176,71,39,5,1,1,244.845,0,0,9.378273201694498e-07,0,0.00022962233020688895
CUST-01938,17,0,17,1,9238,177,80,42,5,1,1,261.225,0,0,8.754541289640757e-07,0,0.0002286905048386407
CUST-02845,17,0,17,1,9237,177,80,42,5,1,1,261.21,0,0,8.754541289640757e-07,0,0.0002286773730267062
CUST-00142,7,0,23,0,1165,29,14,11,2,1,1,116.73,0,0,1.9552400631992765e-06,0,0.00022823517257725156
CUST-01343,1,0,27,0,1443,41,34,71,4,1,1,122.1,0,0,1.864785526616144e-06,0,0.00022769031279983116
CUST-01269,0,0,29,0,5935,70,164,18,3,1,1,896.2,0,0,2.5139421461830453e-07,0,0.00022529949514092453
CUST-00994,0,0,34,0,3413,76,0,26,2,1,1,157.005,0,0,1.4298993935417755e-06,0,0.00022450135428302644
CUST-00435,0,0,33,0,3538,74,0,23,2,1,1,162.54,0,0,1.3733368548172516e-06,0,0.00022322217238199607
CUST-02397,12,0,40,0,3480,78,18,15,3,1,1,214.32,0,0,1.0399662483405548e-06,0,0.0002228855663443477
CUST-00055,14,0,40,2,3835,85,37,30,3,2,1,304.8,0,0,7.310302318260487e-07,0,0.00022281801466057964
CUST-01512,4,0,36,0,15295,182,175,32,2,1,1,1483.965,0,0,1.4990262434157514e-07,0,0.00022245024793104555
CUST-01953,17,0,42,2,2603,63,20,21,4,1,1,116.65,0,0,1.9060792550666612e-06,0,0.00022234414510352603
CUST-01812,14,0,35,1,6223,103,27,22,2,1,1,406.17,0,0,5.372297813206431e-07,0,0.00021820662027900563
CUST-01362,0,0,33,0,13288,155,0,37,3,1,1,537.72,0,0,4.0380837971749335e-07,0,0.00021713584194169055
CUST-01164,1,0,32,0,13388,161,0,38,3,1,1,541.96,0,0,4.00033998364521e-07,0,0.0002168024257536358
CUST-01607,1,0,36,0,2980,22,485,9,3,1,1,2060.08,0,0,1.0511510740027582e-07,0,0.00021654553045316022
CUST-00595,12,0,16,1,9048,177,105,44,5,1,1,295.875,0,0,7.315135503806148e-07,0,0.00021643657171886442
CUST-01504,0,0,37,0,2170,39,310,20,3,1,1,1328.36,0,0,1.6231023007366668e-07,0,0.00021560641722065586
CUST-02155,14,0,46,3,3660,43,505,16,4,1,1,1355.075,0,0,1.5809606125918472e-07,0,0.00021423202021078974
CUST-01681,4,0,25,0,205,18,0,2,2,1,2,10.035,0,0,2.1103990057238356e-05,0,0.0002117785402243869
CUST-01565,0,0,34,0,7088,115,345,37,2,1,1,1876.635,0,0,1.1219919562950528e-07,0,0.00021055693749017664
CUST-02038,14,0,15,1,9178,174,75,40,5,1,1,252.78,0,0,8.28558049277926e-07,0,0.00020944290369647413
CUST-00356,6,0,41,0,2540,47,296,23,3,1,1,1287.48,0,0,1.6250962567107321e-07,0,0.00020922789285899334
CUST-02404,26,0,40,2,14845,221,40,19,3,1,1,762.64,0,0,2.729699722709533e-07,0,0.0002081778196527198
CUST-00013,4,0,38,1,3095,27,483,8,3,1,1,2056.88,0,0,1.0105548337827453e-07,0,0.00020785900265110532
CUST-00535,0,0,35,0,1065,34,17,5,3,1,2,111.96,0,0,1.8556404734498175e-06,0,0.00020775750740744157
CUST-01289,0,0,28,0,3153,66,0,20,2,1,1,144.855,0,0,1.4341094721613932e-06,0,0.0002077379275899386
CUST-01478,0,0,31,0,5880,81,0,5,4,1,1,149.025,0,0,1.390458292925149e-06,0,0.00020721304710317033
CUST-01071,0,0,34,0,2730,18,471,4,3,1,1,1993.92,0,0,1.0381212757164217e-07,0,0.00020699307740764875
CUST-01897,16,0,40,2,4080,88,39,30,3,1,1,322.72,0,0,6.410883133605158e-07,0,0.00020689202048770569
CUST-02405,5,0,40,1,2800,23,469,9,3,1,1,1988.92,0,0,1.0385595954156716e-07,0,0.00020656119505141376
CUST-02462,13,0,40,3,7138,87,147,43,3,1,1,877.0,0,0,2.3522008980366766e-07,0,0.00020628801875781654
CUST-01121,5,0,39,0,15260,178,153,32,2,1,1,1383.21,0,0,1.4846042810034282e-07,0,0.00020535194875267518
CUST-00103,7,0,36,0,4138,63,0,33,1,1,1,231.055,0,0,8.824837309063534e-07,0,0.00020390227844456748
CUST-01676,0,0,34,0,3223,75,0,23,2,1,1,148.41,0,0,1.3604933726794801e-06,0,0.00020191082143936165
CUST-01803,4,0,36,1,6905,91,187,24,3,1,1,1027.84,0,0,1.9608330802294814e-07,0,0.000201542267318307
CUST-02288,19,0,20,1,9418,185,91,47,5,1,1,280.545,0,0,7.176716267773713e-07,0,0.00020133918653425764
CUST-00048,2,0,9,1,4390,40,215,10,3,1,1,1037.2,0,0,1.9369712550304484e-07,0,0.00020090265857175812
CUST-01014,9,0,38,1,3530,79,30,28,3,1,1,264.36,0,0,7.595515224667712e-07,0,0.00020079504047931565
CUST-01371,0,0,32,0,7023,113,366,36,2,1,1,1968.12,0,0,1.0177616924638885e-07,0,0.00020030771421720281
CUST-01530,0,0,35,1,148,4,29,4,5,1,1,45.78,0,0,4.371269811967828e-06,0,0.00020011673199188718
CUST-00844,4,0,14,2,4390,46,223,11,3,1,1,1069.44,0,0,1.8583258994993992e-07,0,0.00019873680499606376
CUST-00335,0,0,30,0,3458,72,0,22,2,1,1,158.85,0,0,1.244805746182155e-06,0,0.00019773739278103534
CUST-01341,3,0,37,0,2655,55,179,26,2,1,1,927.45,0,0,2.116440094415923e-07,0,0.0001962892365566048
CUST-00096,15,0,17,1,8993,174,78,42,5,1,1,254.505,0,0,7.65617899057043e-07,0,0.0001948535833995127
CUST-00688,13,0,27,0,890,26,19,10,2,1,2,126.72,0,0,1.5138777018928383e-06,0,0.00019183858238386046
CUST-02185,12,0,33,2,3790,77,30,31,4,1,1,171.675,0,0,1.1157729886973608e-06,0,0.00019155032783461942
CUST-01178,15,0,30,6,10050,85,0,36,4,1,1,253.375,0,0,7.556777530570706e-07,0,0.00019146985068083528
CUST-01944,18,0,41,2,2818,69,371,28,3,1,1,1599.48,0,0,1.196069031263519e-07,0,0.00019130884941253733
CUST-00999,6,0,25,0,395,19,3,5,2,1,2,32.13,0,0,5.936609548589291e-06,0,0.00019074326479617395
CUST-00570,8,0,38,2,6833,81,140,41,2,1,1,941.13,0,0,2.0221920862720453e-07,0,0.000190314563815321
CUST-00692,4,0,18,0,1885,27,37,17,2,1,1,252.54,0,0,7.400530280262079e-07,0,0.00018689299169773855
CUST-00355,13,0,41,1,3955,90,43,33,3,1,1,333.8,0,0,5.563836088353159e-07,0,0.00018572084862922844
CUST-00973,4,0,36,0,1933,48,1,15,3,1,2,83.24,0,0,2.22057878579719e-06,0,0.0001848409781297581
CUST-01770,0,0,39,1,33,4,5,1,5,1,1,8.055,0,0,2.2855110608309977e-05,0,0.00018409791594993686
CUST-01708,0,0,30,0,7203,115,369,40,2,1,1,1989.81,0,0,9.234198636554543e-08,0,0.00018374300789002595
CUST-00639,0,0,25,0,710,4,0,1,4,1,2,17.85,0,0,1.0269192647696187e-05,0,0.00018330508876137697
CUST-02411,8,0,39,0,11170,150,7,34,4,1,1,300.5,0,0,6.083900219149422e-07,0,0.00018282120158544013
CUST-01486,0,0,25,0,1903,20,165,8,2,2,1,829.035,0,0,2.1912346767949539e-07,0,0.00018166102402767046
CUST-01163,7,0,31,0,8730,113,127,37,3,1,1,861.72,0,0,2.0964383729204866e-07,0,0.00018065428747130418
CUST-01546,0,0,8,1,4200,40,240,12,3,1,1,1129.6,0,0,1.5946883503488955e-07,0,0.00018013599605541122
CUST-00901,0,0,37,0,1650,28,260,18,3,1,1,1107.12,0,0,1.6257447548466472e-07,0,0.000179989453298582
CUST-01946,11,0,42,2,2758,67,14,37,2,1,1,190.125,0,0,9.465980522761023e-07,0,0.00017997195468899397
CUST-02775,13,0,39,2,4733,99,17,30,3,1,1,261.28,0,0,6.799011527262718e-07,0,0.00017764457318432026
CUST-00109,4,0,36,0,4455,80,0,23,3,1,1,181.4,0,0,9.777160025356393e-07,0,0.00017735768285996497
CUST-00562,4,0,39,2,3210,33,515,12,4,1,1,1368.575,0,0,1.2823864002208488e-07,0,0.00017550419676822483
CUST-02705,10,0,44,3,6805,98,201,29,4,1,1,675.075,0,0,2.592277434451824e-07,0,0.00017499816890625652
CUST-01759,5,0,40,1,6413,75,109,36,2,1,1,782.46,0,0,2.229533403297219e-07,0,0.00017445207067439422
CUST-02772,11,0,39,3,1353,21,19,4,5,1,1,49.11,0,0,3.542095772134296e-06,0,0.00017395232336951528
CUST-01340,0,0,36,0,1540,46,42,23,3,1,2,231.44,0,0,7.490704030562e-07,0,0.00017336485408332692
CUST-01853,0,0,34,0,6493,110,352,41,2,1,1,1881.135,0,0,9.214691374302692e-08,0,0.00017334078458398894
CUST-01045,1,0,35,0,1420,41,36,20,3,1,1,202.44,0,0,8.49316134056669e-07,0,0.00017193555817843206
CUST-02744,14,0,41,2,3408,75,17,35,2,1,1,233.235,0,0,7.279276301494036e-07,0,0.00016977820081789615
CUST-00442,8,0,22,0,1045,24,8,8,2,1,1,84.105,0,0,2.010635146762852e-06,0,0.00016910446901848968
CUST-00369,5,0,40,0,7688,135,395,48,2,1,1,2129.535,0,0,7.907091282339897e-08,0,0.0001683842763393769
CUST-01672,0,0,31,0,6290,90,0,17,4,1,1,159.5,0,0,1.055386034114507e-06,0,0.00016833407244126386
CUST-01608,6,0,35,0,15370,177,152,31,2,1,1,1383.615,0,0,1.2164205612717606e-07,0,0.0001683057734884027
